日期,标题,链接,浏览次数
2019-07-21,这里，将成为世界深地物理实验中心 ——对话北京师范大学党委书记、清华大学双聘教授、“极深地下极低辐射 本底前沿物理实验设施”项目负责人程建平,http://news.bnu.edu.cn/zx/ttgz/110856.htm,1009
2019-07-19,2019—2020年度“文脉颂中华·非物质文化遗产新媒体传播”主题活动启动,http://news.bnu.edu.cn/zx/ttgz/110852.htm,510
2019-07-19,北师大等13所高校“组团式”支援西昌民族幼儿师范高等专科学校,http://news.bnu.edu.cn/zx/ttgz/110839.htm,864
2019-07-19,不仅仅是五届中学生中华传统文化传承高端论坛——北京师大二附中多角度全方位探索传统文化育人,http://news.bnu.edu.cn/zx/ttgz/110830.htm,1094
2019-07-18,北师大党委召开加强党的政治建设专题民主生活会,http://news.bnu.edu.cn/zx/ttgz/110822.htm,608
2019-07-18,北师大举办“母校情·北京行”社会调查项目学生骨干座谈会,http://news.bnu.edu.cn/zx/ttgz/110816.htm,953
2019-07-17,中华全国总工会追授黄文秀同志全国五一劳动奖章,http://news.bnu.edu.cn/zx/ttgz/110801.htm,958
2019-07-16,2019年北师大珠海分校“母校情·北京行”活动启动,http://news.bnu.edu.cn/zx/ttgz/110785.htm,4332
2019-07-15,第五届崇德学术论坛在北师大召开,http://news.bnu.edu.cn/zx/ttgz/110768.htm,833
2019-07-15,【中国教育报】顾明远：使每个孩子享有公平而有质量的教育,http://news.bnu.edu.cn/zx/ttgz/110742.htm,657
2019-07-12,大力振兴教师教育！教育部成立三个委员会，北师大13位专家入选,http://news.bnu.edu.cn/zx/ttgz/110734.htm,2831
2019-07-12,第二届对口支援青海师范大学高校联席会议在兰州大学召开,http://news.bnu.edu.cn/zx/ttgz/110726.htm,1256
2019-07-12,程建平看望甘肃校友代表,http://news.bnu.edu.cn/zx/ttgz/110703.htm,895
2019-07-11, “中国好老师”公益行动计划2019全国育人论坛在天津、湖南、河南、陕西举行,http://news.bnu.edu.cn/zx/ttgz/110701.htm,577
2019-07-10,“加快构建中国特色哲学学科体系、学术体系、话语体系”学术会议在北师大举办,http://news.bnu.edu.cn/zx/ttgz/110681.htm,951
2019-07-10,【光明日报】杨耕：把哲学融入生命活动之中,http://news.bnu.edu.cn/zx/ttgz/110690.htm,633
2019-07-09,【光明日报】董奇：提升思政课铸魂育人实效,http://news.bnu.edu.cn/zx/ttgz/110653.htm,450
2019-07-09,陈吉宁在昌平区调研时强调 创新机制模式 增强工作合力 进一步加快推动沙河高教园区建设,http://news.bnu.edu.cn/zx/ttgz/110651.htm,1185
2019-07-08,北师大举办第九届中国社会治理论坛,http://news.bnu.edu.cn/zx/ttgz/110643.htm,991
2019-07-08,光明日报推出北师大优秀毕业生群体系列报道之二——记北京师范大学公费师范生群体,http://news.bnu.edu.cn/zx/ttgz/110613.htm,1407
2019-07-07,2019“看中国·外国青年影像计划”展映式在北京师范大学举办,http://news.bnu.edu.cn/zx/ttgz/110619.htm,1737
2019-07-05,光明日报推出北师大优秀毕业生群体系列报道之一——访北京师范大学选调生群体,http://news.bnu.edu.cn/zx/ttgz/110595.htm,1571
2019-07-05,生态环境部与北京师范大学签署战略合作框架协议,http://news.bnu.edu.cn/zx/ttgz/110592.htm,1246
2019-07-04,北京师范大学党委理论学习中心组专题学习《党政领导干部选拔任用工作条例》,http://news.bnu.edu.cn/zx/ttgz/110586.htm,463
2019-07-01,北京师范大学党委理论学习中心组专题学习习近平总书记对黄文秀同志先进事迹的重要指示精神,http://news.bnu.edu.cn/zx/ttgz/110477.htm,2422
2019-07-01,北京师范大学党委发布《关于深入贯彻落实习近平总书记重要指示精神 广泛开展向黄文秀同志学习活动的通知》,http://news.bnu.edu.cn/zx/ttgz/110481.htm,2053
2019-07-01,北京师范大学召开第七届二次教代会暨第十五届二次工代会,http://news.bnu.edu.cn/zx/ttgz/110462.htm,1155
2019-07-01,北师大举行纪念建党98周年“七一”升旗仪式暨学生党员集体宣誓活动,http://news.bnu.edu.cn/zx/ttgz/110448.htm,1218
2019-07-01,北京师范大学东京校友会正式成立,http://news.bnu.edu.cn/zx/ttgz/110447.htm,496
2019-07-01,习近平对黄文秀同志先进事迹作出重要指示,http://news.bnu.edu.cn/zx/ttgz/110424.htm,4708
2019-07-01,2019年度教育部人文社科重点研究基地重大项目公示 北师大入选8项位列第一,http://news.bnu.edu.cn/zx/ttgz/110420.htm,1045
2019-06-29,北京师范大学召开中层干部大会 进一步推进珠海分校转型升级与珠海校区建设工作,http://news.bnu.edu.cn/zx/ttgz/110405.htm,1887
2019-06-27,北京师范大学举行2019届研究生毕业典礼暨学位授予仪式,http://news.bnu.edu.cn/zx/ttgz/110369.htm,3669
2019-06-27,平台比才华更重要——王晓东学长在2019届研究生毕业典礼上的发言,http://news.bnu.edu.cn/zx/ttgz/110375.htm,2596
2019-06-27,担当时代使命，永葆家国情怀——2019届研究生代表赵千政在毕业典礼上的发言,http://news.bnu.edu.cn/zx/ttgz/110366.htm,770
2019-06-27,新角色、新思维、新行动、新境界 ——校长董奇在2019届研究生毕业典礼上的讲话,http://news.bnu.edu.cn/zx/ttgz/110359.htm,1016
2019-06-26,北京师范大学举行2019届本科生毕业典礼暨学位授予仪式,http://news.bnu.edu.cn/zx/ttgz/110327.htm,3009
2019-06-26,北师大使我们成为最优秀的自己——李金初学长、古丽加汗学长在2019届本科生毕业典礼上的发言,http://news.bnu.edu.cn/zx/ttgz/110324.htm,795
2019-06-26,在北师大，找到属于自己的那片星空——2019届本科毕业生代表贾桂昊在毕业典礼上的发言,http://news.bnu.edu.cn/zx/ttgz/110323.htm,694
2019-06-26,做一个有担当、负责任的人 —— 校长董奇在2019届本科生毕业典礼上的讲话,http://news.bnu.edu.cn/zx/ttgz/110321.htm,848
2019-06-25,北师大举行2019届毕业生集体合影,http://news.bnu.edu.cn/zx/ttgz/110257.htm,2146
2019-06-25,【新闻联播】温静：让思政课为青年立大志 筑梦想,http://news.bnu.edu.cn/zx/ttgz/110235.htm,790
2019-06-25,北京市政协主席吉林出席北京师范大学党的政治建设座谈会,http://news.bnu.edu.cn/zx/ttgz/110236.htm,786
2019-06-24,【新闻联播】“第一书记”黄文秀：初心不灭 青春无悔,http://news.bnu.edu.cn/zx/ttgz/110170.htm,2509
2019-06-22,点一支蜡烛，写一句挽辞，今天我们送别文秀……,https://qy.weixin.qq.com/cgi-bin/wap_getnewsmsg?action=get&__biz=MzIyNTAwNjMxMg==&mixuin=MjE2NDY2NDQ2NzM5Mzc4MjU0NA==&mid=10274011&idx=1&sn=bdb6b439d9747244a85be7699214dc2b&scene=1,3
2019-06-20,不愿说再见丨北师大师生校友深情追忆黄文秀,http://news.bnu.edu.cn/zx/ttgz/110107.htm,9658
2019-06-20,【中国妇女报】驻村扶贫，她一直坚守“长征”信念 ——追记北师大优秀选调生、广西乐业驻村第一书记黄文秀,http://news.bnu.edu.cn/zx/ttgz/110094.htm,1608
2019-06-19,美国地球物理联合会百年庆典中国活动在北京师范大学举办,http://news.bnu.edu.cn/zx/ttgz/110090.htm,1412
2019-06-19,2020QS世界大学排名发布，北师大中国大陆排名第10，世界排名第277,http://news.bnu.edu.cn/zx/ttgz/110074.htm,7058
2019-06-18,​北师大辅导员任雅才入选全国首批“最美高校辅导员”,http://news.bnu.edu.cn/zx/ttgz/110043.htm,1916
2019-06-18,陈丽：“互联网+”时代教育生态体系发展的趋势,http://news.bnu.edu.cn/zx/ttgz/110037.htm,988
2019-06-17,莫言国际写作中心在牛津大学成立,http://news.bnu.edu.cn/zx/ttgz/110028.htm,916
2019-06-17,【中国教育报】《深入学习习近平关于教育的重要论述》出版座谈会发言摘登,http://news.bnu.edu.cn/zx/ttgz/110010.htm,1035
2019-06-15,北师大女篮第七次夺得CUBA全国总冠军,https://qy.weixin.qq.com/cgi-bin/wap_getnewsmsg?action=get&__biz=MzIyNTAwNjMxMg==&mixuin=MjE2NDY2NDQ2NzM5Mzc4MjU0NA==&mid=10267011&idx=1&sn=edecd00c6e397ec3460d81e4ec18326c,1
2019-06-13,【光明日报】庆祝70年·名篇回顾|白寿彝：开展历史教学中的爱国主义思想教育,http://news.bnu.edu.cn/zx/ttgz/109942.htm,650
2019-06-12,北师大举办“我要上典礼”2019届本科生毕业典礼发言代表选拔活动,http://news.bnu.edu.cn/zx/ttgz/109936.htm,2458
2019-06-11,让党的旗帜在象牙塔高扬——从六所中管高校实践看加强党对高校的全面领导,http://news.bnu.edu.cn/zx/ttgz/109912.htm,1035
2019-06-11,教育部哲学社科研究重大课题攻关项目评审公示 北师大4项课题入选位列第一,http://news.bnu.edu.cn/zx/ttgz/109911.htm,1965
2019-06-06,不忘初心 牢记使命 ——北京师范大学党委理论学习中心组集体学习习近平总书记在主题教育工作会议上的重要讲话,http://news.bnu.edu.cn/zx/ttgz/109895.htm,1372
2019-06-06,北京师范大学举办第四届学生党员微党课大赛决赛,http://news.bnu.edu.cn/zx/ttgz/109867.htm,1432
2019-06-04,北师大历史学院获得多项北京市哲学社会科学优秀成果奖,http://news.bnu.edu.cn/zx/ttgz/109836.htm,1568
2019-06-03,北师大举行第七届教代会第一次提案工作交流会,http://news.bnu.edu.cn/zx/ttgz/109864.htm,536
2019-05-30,北京师范大学党委理论学习中心组专题学习《中国共产党支部工作条例（试行）》,http://news.bnu.edu.cn/zx/ttgz/109766.htm,1108
2019-05-29,“领导干部上讲台”国企公开课北京师范大学专场报告会举行,http://news.bnu.edu.cn/zx/ttgz/109761.htm,1138
2019-05-29,中国青年发展报告出炉 近五成认为多做贡献方显价值,http://news.bnu.edu.cn/zx/ttgz/109739.htm,948
2019-05-28,来北师大过暑假！2019年优秀大学生夏令营火热报名中,http://news.bnu.edu.cn/zx/ttgz/109684.htm,6364
2019-05-27,【教育部网站报道】北京师范大学构建“四级防护”体系 加强大学生心理健康教育,http://news.bnu.edu.cn/zx/ttgz/109669.htm,728
2019-05-23,湖南省政协一行来北师大调研中小学生心理健康教育问题,http://news.bnu.edu.cn/zx/ttgz/109621.htm,1058
2019-05-23,【中国教育报】黄荣怀等：人工智能促教育2030议程实现,http://news.bnu.edu.cn/zx/ttgz/109598.htm,568
2019-05-21,不忘教师教育办学初心 勇担立德树人时代使命——全国师范院校宣传思想工作共同体在北师大成立,http://news.bnu.edu.cn/zx/ttgz/109540.htm,3293
2019-05-20,​北师大资深教授刘家和《史苑学步》新书发布暨学术研讨会举行,http://news.bnu.edu.cn/zx/ttgz/109479.htm,914
2019-05-16,北师大举办“亚洲文明对话大会”系列活动——2019“亚洲乡村教育、文化多样性与可持续发展”学术沙龙,http://news.bnu.edu.cn/zx/ttgz/109453.htm,1488
2019-05-15,对口支援西昌民族幼儿师范高等专科学校工作协调会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/109439.htm,3287
2019-05-15,洪秀柱在北京师范大学发表演讲,http://news.bnu.edu.cn/zx/ttgz/109436.htm,3647
2019-05-13,北师大3学科入选北京高校高精尖学科建设公示名单,http://news.bnu.edu.cn/zx/ttgz/109394.htm,3357
2019-05-13,【光明日报】程建平：聚焦立德树人根本任务 努力推进思政课改革创新,http://news.bnu.edu.cn/zx/ttgz/109393.htm,898
2019-05-10,北师大举办直属附校学科教育研究共同体成立大会,http://news.bnu.edu.cn/zx/ttgz/109387.htm,1756
2019-05-10,理性的选择 历史的辉煌 ——《跨越（1949-2019）》丛书“四部曲”出版发行,http://news.bnu.edu.cn/zx/ttgz/109358.htm,952
2019-05-09,北京师范大学党委理论学习中心组专题学习贯彻习近平总书记在纪念五四运动100周年大会上的重要讲话精神,http://news.bnu.edu.cn/zx/ttgz/109344.htm,767
2019-05-09,【中国教育报】王树荫：家国情怀与责任担当,http://news.bnu.edu.cn/zx/ttgz/109338.htm,328
2019-05-07,【人民日报】郑师渠：激励广大青年为民族复兴不懈奋斗,http://news.bnu.edu.cn/zx/ttgz/109299.htm,1130
2019-05-07,【人民日报】熊晓琳：让高深理论“说”家常话,http://news.bnu.edu.cn/zx/ttgz/109294.htm,938
2019-05-05,【中国纪检监察报】王秀梅：携手加强“一带一路”廉洁建设,http://news.bnu.edu.cn/zx/ttgz/109238.htm,388
2019-05-02,【新华网】北京师范大学：培养能面向未来的新时代“四有”好老师,http://news.bnu.edu.cn/zx/ttgz/109236.htm,2073
2019-05-01,蔡奇到北师大调研并与首都青年座谈,http://news.bnu.edu.cn/zx/ttgz/109234.htm,2480
2019-04-30,北师大师生热议习近平总书记在纪念五四运动100周年大会上的重要讲话,http://news.bnu.edu.cn/zx/ttgz/109214.htm,2488
2019-04-30,北师大陈木法院士荣获2019年“首都劳动奖章”,http://news.bnu.edu.cn/zx/ttgz/109196.htm,1172
2019-04-30,北师大党委书记程建平、光明日报社总编辑张政一行赴新闻传播学院调研,http://news.bnu.edu.cn/zx/ttgz/109190.htm,846
2019-04-28,北京市西城区领导来北师大商洽合作事宜,http://news.bnu.edu.cn/zx/ttgz/109111.htm,1157
2019-04-28,增长近16个亿，北师大2019经费预算创历史新高！,http://news.bnu.edu.cn/zx/ttgz/109108.htm,2391
2019-04-27,王守军：“一带一路”与各国发展政策对接，智库可以发挥重要作用,http://news.bnu.edu.cn/zx/ttgz/109085.htm,472
2019-04-27,北师大党委理论学习中心组专题学习习近平总书记近期重要讲话,http://news.bnu.edu.cn/zx/ttgz/109084.htm,572
2019-04-26,程建平出席第二届“一带一路”国际合作高峰论坛智库交流分论坛,http://news.bnu.edu.cn/zx/ttgz/109072.htm,1044
2019-04-26,“一带一路”国际智库合作委员会在京成立 北师大胡必亮教授当选为理事,http://news.bnu.edu.cn/zx/ttgz/109069.htm,947
2019-04-25,​程建平出席马克思主义学院马克思主义基本原理教师党支部党员发展大会,http://news.bnu.edu.cn/zx/ttgz/109062.htm,363
2019-04-24,北师大沙河高教园公租房选房工作顺利完成,http://news.bnu.edu.cn/zx/ttgz/109036.htm,1846
2019-04-23,周作宇一行赴克罗地亚参加首届“一带一路”体育教育论坛,http://news.bnu.edu.cn/zx/ttgz/109001.htm,616
2019-04-23,以爱育人，因梦相聚——“中国好老师”公益行动计划2019校长高级研修班在京举办,http://news.bnu.edu.cn/zx/ttgz/109002.htm,1316
2019-04-22,【人民日报】为学生导入梦想，与学生平等对话，北京师范大学80后思政课教师温静——“有如时雨化之者”,http://news.bnu.edu.cn/zx/ttgz/108934.htm,1530
2019-04-22,【光明日报】聚焦高质量发展 描绘共同体蓝图 ——“一带一路”建设走深走实三人谈,http://news.bnu.edu.cn/zx/ttgz/108933.htm,385
2019-04-18,​北京师范大学烟台分子材料基因组工程研究院正式启动,http://news.bnu.edu.cn/zx/ttgz/108903.htm,986
2019-04-18,北师大党委理论学习中心组专题学习习近平总书记为第五批全国干部学习培训教材所作《序言》精神及中央近期重要文件精神,http://news.bnu.edu.cn/zx/ttgz/108895.htm,1352
2019-04-17,《中国文学海外发展报告（2018）》发布 中国文学走向更多国家和地区,http://news.bnu.edu.cn/zx/ttgz/108852.htm,695
2019-04-15,北京师范大学举办长城论坛暨国家安全与发展战略研究院成立大会,http://news.bnu.edu.cn/zx/ttgz/108780.htm,2020
2019-04-15,北师大资深教授黄会林入选第八届“首都十大教育新闻人物”,http://news.bnu.edu.cn/zx/ttgz/108774.htm,933
2019-04-15,【光明日报】总体国家安全观：维护和塑造国家安全的行动指南,http://news.bnu.edu.cn/zx/ttgz/108767.htm,396
2019-04-12,北师大党委理论学习中心组专题学习习近平总书记近期重要讲话精神,http://news.bnu.edu.cn/zx/ttgz/108747.htm,836
2019-04-11,北师大历史学院多名教师承担并完成《中华大典》编纂工作,http://news.bnu.edu.cn/zx/ttgz/108741.htm,1363
2019-04-10,北京师范大学珠海校区正式获批,http://news.bnu.edu.cn/zx/ttgz/108730.htm,19149
2019-04-10,三治有效融合才能善治振兴——对话北京师范大学教授赵秋雁,http://news.bnu.edu.cn/zx/ttgz/108704.htm,616
2019-04-09,北师大汉语言文学专业接受师范类专业第三级认证入校考查,http://news.bnu.edu.cn/zx/ttgz/108692.htm,2508
2019-04-09,第二十六届北京大学生电影节开幕,http://news.bnu.edu.cn/zx/ttgz/108683.htm,1172
2019-04-09,国家社科基金重大攻关项目“数字化《说文》学及其研究平台的构建”顺利结项,http://news.bnu.edu.cn/zx/ttgz/108677.htm,479
2019-04-09,【人民网】董奇：高校心理健康教育课程质量仍需提高,http://news.bnu.edu.cn/zx/ttgz/108666.htm,592
2019-04-05,【人民日报】为清明文化注入当代价值（文化脉动）,http://news.bnu.edu.cn/zx/ttgz/108640.htm,768
2019-04-04,北师大召开党委第二轮巡察工作动员部署暨第一轮巡察工作情况通报会,http://news.bnu.edu.cn/zx/ttgz/108632.htm,1330
2019-04-04,国家自然科学基金委员会管理科学部应急项目“新时代科学基金运行与管理研究”咨询委员会第一次会议在北师大举办,http://news.bnu.edu.cn/zx/ttgz/108633.htm,910
2019-04-02,【北京高等教育】北京师范大学“说”思政,http://news.bnu.edu.cn/zx/ttgz/108585.htm,850
2019-04-02,【光明日报】F0701或成真正破解教育问题的关键,http://news.bnu.edu.cn/zx/ttgz/108584.htm,989
2019-03-29,北师大校长董奇一行调研新闻传播学院,http://news.bnu.edu.cn/zx/ttgz/108555.htm,1593
2019-03-28,孙春兰在北京师范大学调研时强调 推动思想政治理论课改革创新 落实高校立德树人根本任务,http://news.bnu.edu.cn/zx/ttgz/108551.htm,4827
2019-03-28,国家主席习近平出席中法全球治理论坛闭幕式并致辞 北师大胡必亮教授参加闭幕式,http://news.bnu.edu.cn/zx/ttgz/108545.htm,1674
2019-03-27,北师大历史学院教师主编、参编“马工程”教材6部,http://news.bnu.edu.cn/zx/ttgz/108535.htm,1741
2019-03-26,中意史上最高级别东西方慈善交流启航,http://news.bnu.edu.cn/zx/ttgz/108492.htm,886
2019-03-25,北京师范大学与广安市人民政府签署战略合作协议,http://news.bnu.edu.cn/zx/ttgz/108466.htm,1207
2019-03-23,北师大党委理论学习中心组专题学习习近平总书记在学校思想政治理论课教师座谈会上重要讲话精神,http://news.bnu.edu.cn/zx/ttgz/108446.htm,1110
2019-03-21,珠海市市长姚奕生一行调研珠海校区建设,http://news.bnu.edu.cn/zx/ttgz/108421.htm,2687
2019-03-21,北师大召开中层干部会,http://news.bnu.edu.cn/zx/ttgz/108405.htm,1985
2019-03-20,【教育部网站报道】北京师范大学构建面向未来的卓越教师培养体系 大力培养新时代“四有”好老师,http://news.bnu.edu.cn/zx/ttgz/108390.htm,545
2019-03-19,习近平主持召开学校思想政治理论课教师座谈会 北师大王树荫、熊晓琳两位教师参会,http://news.bnu.edu.cn/zx/ttgz/108364.htm,2743
2019-03-19,【教育部网站报道】北京师范大学多措并举创新构建体育体系,http://news.bnu.edu.cn/zx/ttgz/108363.htm,341
2019-03-18,学前教育立法研讨会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/108348.htm,1065
2019-03-18,程建平为机关党委党校办支部讲党课,http://news.bnu.edu.cn/zx/ttgz/108351.htm,722
2019-03-18,【光明日报】瞿林东：让后人懂得什么是历史,http://news.bnu.edu.cn/zx/ttgz/108341.htm,497
2019-03-14,备战奥运之际，郎平抽空“回家”,http://news.bnu.edu.cn/zx/ttgz/108304.htm,1922
2019-03-14,【两会进行时】庞丽娟：促进乡村小规模学校内涵式发展,http://news.bnu.edu.cn/zx/ttgz/108285.htm,439
2019-03-13,【两会E政录】黄荣怀：人工智能何以改变教育,http://news.bnu.edu.cn/zx/ttgz/108279.htm,768
2019-03-12,【光明日报】顾明远：新时代推进教育现代化要怎么做,http://news.bnu.edu.cn/zx/ttgz/108216.htm,527
2019-03-12,【光明日报】黄会林：让中国形象更加闪亮,http://news.bnu.edu.cn/zx/ttgz/108214.htm,210
2019-03-12,【光明日报】杨耕：不断接受马克思主义哲学智慧的滋养,http://news.bnu.edu.cn/zx/ttgz/108213.htm,870
2019-03-12,【澎湃新闻】王振耀解读政府工作报告：保障与改善民生有五大突出特点,http://news.bnu.edu.cn/zx/ttgz/108212.htm,327
2019-03-10,【光明日报】程建平：成果所有权“活”起来 科技创新才能“火”起来,http://news.bnu.edu.cn/zx/ttgz/108178.htm,568
2019-03-10,对口支援如何促进区域高等教育协调发展——“两会E政录”访谈全国政协委员、北京师范大学党委书记程建平,http://news.bnu.edu.cn/zx/ttgz/108187.htm,558
2019-03-09,【中国教育新闻网】程建平：基层教育“当家人”也得有门槛儿,http://news.bnu.edu.cn/zx/ttgz/108175.htm,1010
2019-03-08,北师大王秀梅教授荣获第八届女性传媒大奖“年度女性榜样奖”,http://news.bnu.edu.cn/zx/ttgz/108161.htm,2424
2019-03-07,北京师范大学“985工程”重大建设项目《中国地方志分类史料丛刊》（1663册）出版,http://news.bnu.edu.cn/zx/ttgz/108126.htm,1982
2019-03-05,北师大师生关注“两会”开幕 热议政府工作报告,http://news.bnu.edu.cn/zx/ttgz/108099.htm,939
2019-03-05,北师大校领导调研实验幼儿园婴幼园新学期工作,http://news.bnu.edu.cn/zx/ttgz/108088.htm,1025
2019-03-04,【中新社】程建平：暗物质“捕手”上天入地 国际研究竞争“加速赛跑”,http://news.bnu.edu.cn/zx/ttgz/108082.htm,1091
2019-03-04,北京师范大学与丰台区人民政府签署战略合作协议及合作办学协议,http://news.bnu.edu.cn/zx/ttgz/108049.htm,1815
2019-03-01,【中国教育报】刘焱：小区配套幼儿园治理是一项重大民生工程,http://news.bnu.edu.cn/zx/ttgz/108046.htm,740
2019-03-01,北师大四项成果荣获2018年度北京市科学技术奖,http://news.bnu.edu.cn/zx/ttgz/108040.htm,3459
2019-02-28,【教育部网站报道】北京师范大学着力构建“四位一体”党建工作格局,http://news.bnu.edu.cn/zx/ttgz/108016.htm,429
2019-02-28,【教育部网站报道】北京师范大学坚持“以本为本”深化课堂教学改革,http://news.bnu.edu.cn/zx/ttgz/108002.htm,372
2019-02-28,【教育部网站报道】北京师范大学整合优质资源 助力共建“一带一路”教育行动,http://news.bnu.edu.cn/zx/ttgz/108001.htm,565
2019-02-27,QS2019世界大学学科排名公布 北师大15个学科进入全球200强,http://news.bnu.edu.cn/zx/ttgz/107983.htm,5695
2019-02-27,国家社科基金重大项目 “中国古代都城文化与古代文学及相关文献研究” 开题报告会、学术研讨会在京举行,http://news.bnu.edu.cn/zx/ttgz/107982.htm,612
2019-02-26,北师大师生参加“聚焦精准扶贫，助力中国梦圆” 建档立卡实地监测寒假专项调研,http://news.bnu.edu.cn/zx/ttgz/107976.htm,512
2019-02-26,互联网教育智能技术及应用国家工程实验室理事会第二次会议暨技术委员会第二次会议在北师大举办,http://news.bnu.edu.cn/zx/ttgz/107962.htm,355
2019-02-26,北师大2019年艺术类本科招生校考工作结束,http://news.bnu.edu.cn/zx/ttgz/107977.htm,525
2019-02-23,中共中央、国务院印发《中国教育现代化2035》,http://news.bnu.edu.cn/zx/ttgz/107928.htm,816
2019-02-22, 应急管理部与教育部共建减灾与应急管理研究院座谈会在北师大召开,http://news.bnu.edu.cn/zx/ttgz/107925.htm,1096
2019-02-22,程建平、董奇赴教务部调研,http://news.bnu.edu.cn/zx/ttgz/107917.htm,6307
2019-02-21,北师大外籍教授Robert Walker院士获国家领导人接见,http://news.bnu.edu.cn/zx/ttgz/107899.htm,2216
2019-02-20,【教育部网站报道】北京师范大学多层次加强美育工作,http://news.bnu.edu.cn/zx/ttgz/107888.htm,1058
2019-02-19,【为了民族复兴 · 英雄烈士谱】缪伯英——以身许党,http://news.bnu.edu.cn/zx/ttgz/107871.htm,917
2019-02-18,冯刚，严帅：改革开放40年高校思想政治教育管理的发展历程,http://news.bnu.edu.cn/zx/ttgz/107865.htm,1132
2019-02-08,方福康同志遗体告别仪式在八宝山举行,http://news.bnu.edu.cn/zx/ttgz/107859.htm,5799
2019-01-30,北京师范大学与中国电子科技集团联合共建人工智能学院,http://news.bnu.edu.cn/zx/ttgz/107845.htm,6300
2019-01-25,​ “一带一路”古文明书系出版,http://news.bnu.edu.cn/zx/ttgz/107817.htm,1988
2019-01-24,国家自然科学基金F0701资助管理工作研讨会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/107815.htm,1978
2019-01-21,“一带一路”与粤港澳大湾区协调发展研讨会暨北京师范大学一带一路学院挂牌仪式在珠海校区举行,http://news.bnu.edu.cn/zx/ttgz/107809.htm,3790
2019-01-21,【人民日报】王宁：情牵汉字六十载,http://news.bnu.edu.cn/zx/ttgz/107804.htm,1324
2019-01-21,中国老年学和老年医学学会脑认知与健康分会成立大会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/107803.htm,1048
2019-01-20,北师大召开学习习近平总书记致中国历史研究院成立贺信精神座谈会,http://news.bnu.edu.cn/zx/ttgz/107797.htm,953
2019-01-19,北京师范大学举行2019年新春团拜会,http://news.bnu.edu.cn/zx/ttgz/107791.htm,1527
2019-01-19,“跨文化视野下的中国优秀传统文化教育与传承——《钟敬文全集》出版与钟敬文学术文化思想座谈会”召开,http://news.bnu.edu.cn/zx/ttgz/107788.htm,1329
2019-01-18,北师大举办2018年度校级领导班子和领导干部述职测评大会,http://news.bnu.edu.cn/zx/ttgz/107770.htm,1105
2019-01-18,第五届会林文化奖颁奖典礼举行,http://news.bnu.edu.cn/zx/ttgz/107764.htm,712
2019-01-18,​北京师范大学入选首批国家教材建设重点研究基地,http://news.bnu.edu.cn/zx/ttgz/107759.htm,819
2019-01-18,冯刚、金国峰：论中国教育现代化的方向目标,http://news.bnu.edu.cn/zx/ttgz/107756.htm,494
2019-01-17,北京师范大学8门课程获得 2018年国家精品在线开放课程认定,http://news.bnu.edu.cn/zx/ttgz/107735.htm,949
2019-01-16,北师大召开2018年度学部院系行政班子和机关部处交流述职会,http://news.bnu.edu.cn/zx/ttgz/107728.htm,626
2019-01-16,北师大召开学部院系2019年工作计划编制部署会,http://news.bnu.edu.cn/zx/ttgz/107703.htm,711
2019-01-15,北师大召开2018年度院系级党组织书记述职评议考核会,http://news.bnu.edu.cn/zx/ttgz/107680.htm,875
2019-01-14,北师大召开2019年学校安全稳定工作会议,http://news.bnu.edu.cn/zx/ttgz/107673.htm,859
2019-01-14,北师大召开2018年度领导班子民主生活会,http://news.bnu.edu.cn/zx/ttgz/107670.htm,1826
2019-01-14,教师法修订调研座谈会在北京师范大学举办,http://news.bnu.edu.cn/zx/ttgz/107664.htm,1198
2019-01-11,国家语委重大基础资源建设项目标志性成果 “汉字全息资源应用系统”发布会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/107643.htm,2033
2019-01-10,“聚焦精准扶贫，助力中国梦圆”建档立卡实地监测调研动员大会在北师大召开,http://news.bnu.edu.cn/zx/ttgz/107627.htm,2757
2019-01-09,北师大两项成果荣获2018年度国家科技进步奖二等奖,http://news.bnu.edu.cn/zx/ttgz/107607.htm,2689
2019-01-07,北京师范大学与兰州大学签署战略合作协议及共建附属学校合作协议,http://news.bnu.edu.cn/zx/ttgz/107584.htm,2294
2019-01-04,坚守平凡生活中的英雄梦想  2018年度“感动师大”新闻人物揭晓,http://news.bnu.edu.cn/zx/ttgz/107570.htm,2774
2019-01-03,2018年国家级教学成果奖公布 北师大喜获17项大奖,http://news.bnu.edu.cn/zx/ttgz/107553.htm,4055
2018-12-28,“改革先锋”进师大 听战斗英雄讲述不朽的老山精神,http://news.bnu.edu.cn/zx/ttgz/107497.htm,1533
2018-12-28,北师大教授张琦参加教育部新闻发布会介绍教育脱贫攻坚工作进展,http://news.bnu.edu.cn/zx/ttgz/107496.htm,1513
2018-12-27,北京师范大学召开2017—2018学年表彰大会,http://news.bnu.edu.cn/zx/ttgz/107474.htm,3011
2018-12-27,中国电影集团与北师大艺术与传媒学院共建人才培养（教学）实践基地,http://news.bnu.edu.cn/zx/ttgz/107478.htm,665
2018-12-27,改革开放杰出贡献获奖者郎平与专家座谈,http://news.bnu.edu.cn/zx/ttgz/107466.htm,606
