,[8:2],[6:17],[1:7],[1:5],[1:20],[1:0],[1:1],[8:4],[1:133]
0,1.8495694398880005,1.7820526361465454,0.07088243961334229,1.4836269617080688,1.777919888496399,0.853477418422699,1.4986953735351562,0.5672212243080139,0.2481643110513687
1,1.8476358652114868,1.7801647186279297,0.24957473576068878,1.4713038206100464,1.777919888496399,0.8370426893234253,1.4986953735351562,0.5598493218421936,0.18496814370155334
2,1.8486278057098389,1.7811087369918823,0.35247522592544556,1.4570847749710083,1.790137767791748,0.8381628394126892,1.4986953735351562,0.559663712978363,0.12177198380231857
3,1.8496253490447998,1.7820897102355957,0.357430636882782,1.4504492282867432,1.7893198728561401,0.8073009848594666,1.4986953735351562,0.5587643384933472,0.07964120805263519
4,1.847646951675415,1.7802016735076904,0.39678364992141724,1.4438138008117676,1.7905383110046387,0.70710688829422,1.4986953735351562,0.5661837458610535,0.0585758239030838
5,1.8567003011703491,1.7757039070129395,0.3271144926548004,1.4390740394592285,1.790955662727356,0.6476885080337524,1.4986953735351562,0.5719101428985596,-0.004620341584086418
6,1.849524736404419,1.7766108512878418,0.32157546281814575,1.4258030652999878,1.790955662727356,0.5867981910705566,1.4986953735351562,0.5687425136566162,-0.06781650334596634
7,1.8557335138320923,1.7801276445388794,0.2052662968635559,1.39357328414917,1.7897371053695679,0.5276070833206177,1.4986953735351562,0.5653876066207886,-0.06781650334596634
8,1.8485383987426758,1.7810531854629517,0.13647112250328064,1.3803023099899292,1.7917734384536743,0.3796888589859009,1.4986953735351562,0.5722885131835938,-0.04675111919641495
9,1.8495359420776367,1.782034158706665,0.1420091986656189,1.3803023099899292,1.8015544414520264,0.30037832260131836,1.4986953735351562,0.5737588405609131,-0.06781650334596634
10,1.8475911617279053,1.7801647186279297,-0.25151997804641724,1.3888336420059204,1.790955662727356,0.22921910881996155,1.4986953735351562,0.5762550234794617,-0.06781650334596634
11,1.848527193069458,1.7810901403427124,-0.4025194048881531,1.3926254510879517,1.790137767791748,0.15665292739868164,1.4986953735351562,0.5819680094718933,-0.04675111919641495
12,1.8495135307312012,1.782034158706665,-0.40834948420524597,1.3964171409606934,1.8101003170013428,0.010234230197966099,1.4986953735351562,0.5790947675704956,-0.06781650334596634
13,1.8475323915481567,1.785513997077942,-0.6220219135284424,1.398313045501709,1.8109180927276611,-0.05873547121882439,1.4986953735351562,0.5787721276283264,-0.04675111919641495
14,1.8485690355300903,1.781145691871643,-0.6421358585357666,1.3964171409606934,1.8105175495147705,-0.09129328280687332,1.4986953735351562,0.5808306932449341,-0.08888189494609833
15,1.849524736404419,1.7820526361465454,-0.6354305744171143,1.3964171409606934,1.8101003170013428,-0.12339869141578674,1.4986953735351562,0.5772175788879395,-0.08888189494609833
16,1.847557544708252,1.7801276445388794,-0.7042257785797119,1.4011567831039429,1.8096996545791626,-0.21850468218326569,1.4986953735351562,0.5709697008132935,-0.08888189494609833
17,1.8566443920135498,1.7810531854629517,-0.8144142031669617,1.3916774988174438,1.8096996545791626,-0.27509987354278564,1.4986953735351562,0.5700205564498901,-0.10994727909564972
18,1.8494715690612793,1.781960129737854,-0.8217012286186218,1.3869378566741943,1.8092824220657349,-0.33308282494544983,1.4986953735351562,0.5691637992858887,-0.1731434464454651
19,1.8556077480316162,1.780035138130188,-0.9228537082672119,1.3717708587646484,1.8113354444503784,-0.4060770571231842,1.4986953735351562,0.5654301643371582,-0.21527421474456787
20,1.8566025495529175,1.7809791564941406,-0.9785305857658386,1.367031216621399,1.8121365308761597,-0.5758475065231323,1.4986953735351562,0.5693782567977905,-0.23633961379528046
21,1.8494268655776978,1.7819045782089233,-0.9706599712371826,1.3556560277938843,1.8105175495147705,-0.6628910899162292,1.4986953735351562,0.5712599158287048,-0.27847039699554443
22,1.8555994033813477,1.7907336950302124,-1.1846238374710083,1.3357493877410889,1.777919888496399,-0.7430658936500549,1.4986953735351562,0.5741721987724304,-0.27847039699554443
23,1.856557846069336,1.7916591167449951,-1.2790710926055908,1.3319576978683472,1.777101993560791,-0.8138630390167236,1.4986953735351562,0.5758088231086731,-0.27847039699554443
24,1.8575888872146606,1.7926586866378784,-1.286941647529602,1.3366973400115967,1.7766847610473633,-0.9446430206298828,1.4986953735351562,0.5760826468467712,-0.27847039699554443
25,1.8556748628616333,1.7908262014389038,-1.3813889026641846,1.3376452922821045,1.7766847610473633,-0.9948347806930542,1.4986953735351562,0.5783862471580505,-0.23633961379528046
26,1.8566443920135498,1.7917886972427368,-1.5752359628677368,1.325322151184082,1.7775026559829712,-1.043819785118103,1.4986953735351562,0.5776351094245911,-0.21527421474456787
27,1.857667088508606,1.7927697896957397,-1.5670788288116455,1.301623821258545,1.7775026559829712,-1.0945039987564087,1.4986953735351562,0.5861549973487854,-0.19420883059501648
28,1.8475826978683472,1.7962125539779663,-1.802900791168213,1.2959362268447876,1.7775026559829712,-1.2056238651275635,1.4986953735351562,0.5890026092529297,-0.1731434464454651
29,1.8567701578140259,1.79723060131073,-1.9040533304214478,1.2940404415130615,1.7775026559829712,-1.253380537033081,1.4986953735351562,0.5870522856712341,-0.1731434464454651
30,1.8496280908584595,1.7928252220153809,-1.911637306213379,1.3148949146270752,1.7758668661117554,-1.2635325193405151,1.4986953735351562,0.587878406047821,-0.1520780622959137
31,1.847683310508728,1.7909557819366455,-1.9483636617660522,1.318686604499817,1.777919888496399,-1.2606806755065918,1.4986953735351562,0.5878970623016357,-0.1731434464454651
32,1.8568036556243896,1.7919182777404785,-1.8725708723068237,1.3101552724838257,1.7844294309616089,-1.23394775390625,1.4986953735351562,0.5808967351913452,-0.1731434464454651
33,1.8496280908584595,1.798193097114563,-1.8649964332580566,1.306363582611084,1.7840287685394287,-1.2098556756973267,1.4986953735351562,0.5796876549720764,-0.1310126632452011
34,1.8558005094528198,1.7962865829467773,-1.9407891035079956,1.3025717735290527,1.783611536026001,-1.1875386238098145,1.4986953735351562,0.5816211700439453,-0.1731434464454651
35,1.8486417531967163,1.7972490787506104,-1.9011399745941162,1.318686604499817,1.783611536026001,-1.1707359552383423,1.4986953735351562,0.5786022543907166,-0.1520780622959137
36,1.857734203338623,1.7928438186645508,-1.909010648727417,1.3272180557250977,1.783611536026001,-1.1495444774627686,1.4986953735351562,0.5666937828063965,-0.19420883059501648
37,1.8557865619659424,1.7909742593765259,-1.8469245433807373,1.3310097455978394,1.783611536026001,-1.1458808183670044,1.4986953735351562,0.5662915706634521,-0.19420883059501648
38,1.8567227125167847,1.7918998003005981,-1.7580077648162842,1.3262701034545898,1.7848466634750366,-1.136930227279663,1.4986953735351562,0.5646306276321411,-0.19420883059501648
